GeneId	TranscriptId	GeneName
ENSG00000115159	ENST00000310454	GPD2
ENSG00000198056	ENST00000338193	PRIM1
ENSG00000183292	ENST00000409982	PRSS40A
ENSG00000167613	ENST00000391742	LAIR1
ENSG00000134376	ENST00000367400	CRB1
ENSG00000152093	ENST00000281882	CFC1B
ENSG00000253506	ENST00000521764	NACA2
ENSG00000155729	ENST00000359878	KCTD18
ENSG00000186399	ENST00000327271	GOLGA8R
ENSG00000114200	ENST00000264381	BCHE
ENSG00000237524	ENST00000450035	TEX51
ENSG00000101966	ENST00000371199	XIAP
ENSG00000212807	ENST00000641810	OR2A42
ENSG00000106638	ENST00000305632	TBL2
ENSG00000122126	ENST00000371113	OCRL
ENSG00000183726	ENST00000374358	TMEM50A
ENSG00000278152	ENST00000616462	KIR2DS2
ENSG00000227171	ENST00000425956	RNF39
ENSG00000006007	ENST00000353258	GDE1
ENSG00000274556	ENST00000620803	KIR3DL3
ENSG00000110042	ENST00000227451	DTX4
ENSG00000100242	ENST00000405018	SUN2
ENSG00000102931	ENST00000219204	ARL2BP
ENSG00000127329	ENST00000334414	PTPRB
ENSG00000120708	ENST00000442011	TGFBI
ENSG00000055211	ENST00000367419	GINM1
ENSG00000129437	ENST00000391802	KLK14
ENSG00000186468	ENST00000296674	RPS23
ENSG00000257115	ENST00000550708	OR11H12
ENSG00000066777	ENST00000262215	ARFGEF1
ENSG00000108384	ENST00000337432	RAD51C
ENSG00000106571	ENST00000395925	GLI3
ENSG00000175520	ENST00000311659	UBQLN3
ENSG00000261949	ENST00000576655	GFY
ENSG00000121022	ENST00000357849	COPS5
ENSG00000102362	ENST00000372989	SYTL4
ENSG00000167173	ENST00000360639	C15orf39
ENSG00000151470	ENST00000281146	C4orf33
ENSG00000243667	ENST00000295121	WDR92
ENSG00000187010	ENST00000342055	RHD
ENSG00000166801	ENST00000528737	FAM111A
ENSG00000239839	ENST00000327857	DEFA3
ENSG00000113212	ENST00000231137	PCDHB7
ENSG00000114738	ENST00000446044	MAPKAPK3
ENSG00000187372	ENST00000341948	PCDHB13
ENSG00000157693	ENST00000374049	TMEM268
ENSG00000204424	ENST00000375832	LY6G6F
ENSG00000136636	ENST00000259154	KCTD3
ENSG00000157349	ENST00000288071	DDX19B
ENSG00000108239	ENST00000225235	TBC1D12
ENSG00000171956	ENST00000396057	FOXB1
ENSG00000214643	ENST00000398721	DEFB133
ENSG00000121486	ENST00000367506	TRMT1L
ENSG00000221855	ENST00000408916	TAS2R41
ENSG00000163092	ENST00000409195	XIRP2
ENSG00000158874	ENST00000367990	APOA2
ENSG00000105472	ENST00000250340	CLEC11A
ENSG00000126581	ENST00000361523	BECN1
ENSG00000188211	ENST00000338965	NCR3LG1
ENSG00000174721	ENST00000311575	FGFBP3
ENSG00000143224	ENST00000367999	PPOX
ENSG00000231325	ENST00000431114	LY6G5C
ENSG00000102312	ENST00000326194	PORCN
ENSG00000237335	ENST00000452658	PFDN6
ENSG00000116701	ENST00000367535	NCF2
ENSG00000072135	ENST00000175756	PTPN18
ENSG00000275748	ENST00000622165	ARL17B
ENSG00000100341	ENST00000216177	PNPLA5
ENSG00000143494	ENST00000517399	VASH2
ENSG00000182600	ENST00000409230	SNORC
ENSG00000144847	ENST00000393775	IGSF11
ENSG00000188763	ENST00000344575	FZD9
ENSG00000188269	ENST00000322301	OR7A5
ENSG00000083097	ENST00000237163	DOPEY1
ENSG00000008382	ENST00000599840	MPND
ENSG00000185219	ENST00000396077	ZNF445
ENSG00000123124	ENST00000517970	WWP1
ENSG00000197822	ENST00000355237	OCLN
ENSG00000122223	ENST00000368033	CD244
ENSG00000204941	ENST00000366175	PSG5
ENSG00000273003	ENST00000301886	ARL2-SNX15
ENSG00000176787	ENST00000321522	OR52E2
ENSG00000130948	ENST00000375263	HSD17B3
ENSG00000270011	ENST00000541595	ZNF559-ZNF177
ENSG00000130958	ENST00000253270	SLC35D2
ENSG00000067182	ENST00000162749	TNFRSF1A
ENSG00000215269	ENST00000445148	GAGE12G
ENSG00000160224	ENST00000291582	AIRE
ENSG00000171425	ENST00000587252	ZNF581
ENSG00000051009	ENST00000265978	FAM160A2
ENSG00000102055	ENST00000378131	PPP1R2C
ENSG00000221886	ENST00000408953	ZBED8
ENSG00000115998	ENST00000264434	C2orf42
ENSG00000274274	ENST00000612958	GAGE13
ENSG00000119508	ENST00000618101	NR4A3
ENSG00000224659	ENST00000442437	GAGE12J
ENSG00000149596	ENST00000372980	JPH2
ENSG00000163138	ENST00000503585	PACRGL
ENSG00000213672	ENST00000294129	NCKIPSD
ENSG00000177707	ENST00000485303	NECTIN3
ENSG00000206490	ENST00000383588	ABCF1
ENSG00000162692	ENST00000294728	VCAM1
ENSG00000157992	ENST00000543753	KRTCAP3
ENSG00000160190	ENST00000352133	SLC37A1
ENSG00000204428	ENST00000383237	LY6G5C
ENSG00000086289	ENST00000199448	EPDR1
ENSG00000265354	ENST00000580018	TIMM23
ENSG00000198719	ENST00000366756	DLL1
ENSG00000277140	ENST00000621511	MARF1
ENSG00000182175	ENST00000557301	RGMA
ENSG00000174038	ENST00000312292	C9orf131
ENSG00000187122	ENST00000266058	SLIT1
ENSG00000153902	ENST00000310123	LGI4
ENSG00000196266	ENST00000332217	OR10J3
ENSG00000169905	ENST00000367612	TOR1AIP2
ENSG00000113790	ENST00000231887	EHHADH
ENSG00000187068	ENST00000335012	C3orf70
ENSG00000170683	ENST00000642047	OR10A3
ENSG00000176922	ENST00000322101	OR51S1
ENSG00000205497	ENST00000641898	OR51A4
ENSG00000100902	ENST00000261479	PSMA6
ENSG00000074054	ENST00000263710	CLASP1
ENSG00000180785	ENST00000396952	OR51E1
ENSG00000175336	ENST00000398189	APOF
ENSG00000183389	ENST00000330728	OR56A4
ENSG00000182199	ENST00000328923	SHMT2
ENSG00000161911	ENST00000426005	TREML1
ENSG00000171962	ENST00000399187	DRC3
ENSG00000277656	ENST00000612885	GSTT1
ENSG00000237440	ENST00000427401	ZNF737
ENSG00000231274	ENST00000612221	SBK3
ENSG00000168309	ENST00000474531	FAM107A
ENSG00000125900	ENST00000381623	SIRPD
ENSG00000178531	ENST00000318978	CTXN1
ENSG00000203877	ENST00000369689	RIPPLY2
ENSG00000153015	ENST00000381070	CWC27
ENSG00000137992	ENST00000370132	DBT
ENSG00000110046	ENST00000377264	ATG2A
ENSG00000187054	ENST00000334830	TMPRSS11A
ENSG00000156931	ENST00000625842	VPS8
ENSG00000276042	ENST00000619910	LILRB4
ENSG00000244414	ENST00000320493	CFHR1
ENSG00000172139	ENST00000305815	SLC9C1
ENSG00000136379	ENST00000258884	ABHD17C
ENSG00000276155	ENST00000621329	MAPT
ENSG00000121774	ENST00000327300	KHDRBS1
ENSG00000092208	ENST00000308317	GEMIN2
ENSG00000105699	ENST00000621372	LSR
ENSG00000130304	ENST00000252595	SLC27A1
ENSG00000254466	ENST00000530162	OR4D10
ENSG00000151012	ENST00000280612	SLC7A11
ENSG00000206281	ENST00000383197	TAPBP
ENSG00000161544	ENST00000293230	CYGB
ENSG00000221858	ENST00000641592	OR2A12
ENSG00000238104	ENST00000429597	PPP1R10
ENSG00000138379	ENST00000260950	MSTN
ENSG00000181867	ENST00000321339	FTMT
ENSG00000133958	ENST00000256339	UNC79
ENSG00000102038	ENST00000371121	SMARCA1
ENSG00000145863	ENST00000274545	GABRA6
ENSG00000137691	ENST00000434758	C11orf70
ENSG00000174173	ENST00000309922	TRMT10C
ENSG00000183638	ENST00000382483	RP1L1
ENSG00000273575	ENST00000610608	KIR2DL4
ENSG00000183571	ENST00000378919	PGPEP1L
ENSG00000129450	ENST00000440804	SIGLEC9
ENSG00000171100	ENST00000370396	MTM1
ENSG00000215915	ENST00000378785	ATAD3C
ENSG00000269096	ENST00000597510	CT45A3
ENSG00000067704	ENST00000366922	IARS2
ENSG00000181609	ENST00000322641	OR52D1
ENSG00000213934	ENST00000330597	HBG1
ENSG00000276053	ENST00000619717	LAIR1
ENSG00000149201	ENST00000445632	CCDC81
ENSG00000111087	ENST00000228682	GLI1
ENSG00000253148	ENST00000417209	RGS21
ENSG00000188931	ENST00000367974	CFAP126
ENSG00000136628	ENST00000366923	EPRS
ENSG00000090104	ENST00000367459	RGS1
ENSG00000174652	ENST00000592904	ZNF266
ENSG00000224578	ENST00000565308	HNRNPA1P48
ENSG00000156110	ENST00000286621	ADK
ENSG00000274511	ENST00000620258	KIR3DL3
ENSG00000157181	ENST00000287859	ODR4
ENSG00000203970	ENST00000371148	DEFB110
ENSG00000283644	ENST00000635820	ETDC
ENSG00000172348	ENST00000371374	RCAN2
ENSG00000214642	ENST00000398718	DEFB113
ENSG00000203872	ENST00000388923	C6orf163
ENSG00000172336	ENST00000303151	POP7
ENSG00000063245	ENST00000411543	EPN1
ENSG00000065154	ENST00000368845	OAT
ENSG00000163737	ENST00000296029	PF4
ENSG00000105419	ENST00000561293	MEIS3
ENSG00000221829	ENST00000378643	FANCG
ENSG00000196482	ENST00000366937	ESRRG
ENSG00000146830	ENST00000275732	GIGYF1
ENSG00000144354	ENST00000306721	CDCA7
ENSG00000147155	ENST00000495186	EBP
ENSG00000204427	ENST00000395952	ABHD16A
ENSG00000176018	ENST00000315948	LYSMD3
ENSG00000251692	ENST00000293922	PTX4
ENSG00000184389	ENST00000442999	A3GALT2
ENSG00000168928	ENST00000303037	CTRB2
ENSG00000183648	ENST00000329559	NDUFB1
ENSG00000177453	ENST00000512796	NIM1K
ENSG00000132669	ENST00000255006	RIN2
ENSG00000236353	ENST00000420432	PBX2
ENSG00000165194	ENST00000373034	PCDH19
ENSG00000205268	ENST00000401827	PDE7A
ENSG00000147955	ENST00000277010	SIGMAR1
ENSG00000187486	ENST00000339994	KCNJ11
ENSG00000213886	ENST00000377050	UBD
ENSG00000136802	ENST00000259324	LRRC8A
ENSG00000175416	ENST00000310418	CLTB
ENSG00000001561	ENST00000321037	ENPP4
ENSG00000175414	ENST00000310389	ARL10
ENSG00000197444	ENST00000374103	OGDHL
ENSG00000171456	ENST00000375687	ASXL1
ENSG00000171815	ENST00000306549	PCDHB1
ENSG00000116871	ENST00000373151	MAP7D1
ENSG00000116525	ENST00000291416	TRIM62
ENSG00000120156	ENST00000380036	TEK
ENSG00000198026	ENST00000322927	ZNF335
ENSG00000108309	ENST00000426726	RUNDC3A
ENSG00000174628	ENST00000320394	IQCK
ENSG00000185523	ENST00000332912	SPATA45
ENSG00000259417	ENST00000560778	CTXND1
ENSG00000116863	ENST00000373178	ADPRHL2
ENSG00000132631	ENST00000377428	SCP2D1
ENSG00000102710	ENST00000475892	SUPT20H
ENSG00000134830	ENST00000595464	C5AR2
ENSG00000140025	ENST00000316738	EFCAB11
ENSG00000164061	ENST00000296452	BSN
ENSG00000274112	ENST00000615504	SMDT1
ENSG00000080618	ENST00000181383	CPB2
ENSG00000235176	ENST00000417738	ZNRD1
ENSG00000070366	ENST00000263073	SMG6
ENSG00000165895	ENST00000298815	ARHGAP42
ENSG00000158769	ENST00000368026	F11R
ENSG00000102119	ENST00000369842	EMD
ENSG00000106443	ENST00000403050	PHF14
ENSG00000100023	ENST00000626352	PPIL2
ENSG00000197355	ENST00000409858	UAP1L1
ENSG00000123200	ENST00000242848	ZC3H13
ENSG00000122224	ENST00000263285	LY9
ENSG00000278303	ENST00000631334	MUC4
ENSG00000092529	ENST00000397163	CAPN3
ENSG00000275637	ENST00000617741	NCR1
ENSG00000135423	ENST00000311966	GLS2
ENSG00000151360	ENST00000252505	ALLC
ENSG00000198216	ENST00000367573	CACNA1E
ENSG00000007944	ENST00000356840	MYLIP
ENSG00000185013	ENST00000359846	NT5C1B
ENSG00000225697	ENST00000395550	SLC26A6
ENSG00000172457	ENST00000302957	OR9G4
ENSG00000184032	ENST00000330798	KRTAP20-2
ENSG00000198156	ENST00000532254	NPIPB6
ENSG00000244624	ENST00000334664	KRTAP20-1
ENSG00000266412	ENST00000578454	NCOA4
ENSG00000100483	ENST00000395860	VCPKMT
ENSG00000140577	ENST00000268184	CRTC3
ENSG00000158714	ENST00000289707	SLAMF8
ENSG00000187134	ENST00000380872	AKR1C1
ENSG00000268738	ENST00000598963	HSFX2
ENSG00000087157	ENST00000262764	PGS1
ENSG00000267978	ENST00000595065	MAGEA9B
ENSG00000160223	ENST00000344330	ICOSLG
ENSG00000132693	ENST00000255030	CRP
ENSG00000092020	ENST00000261475	PPP2R3C
ENSG00000185053	ENST00000382080	SGCZ
ENSG00000278154	ENST00000616612	LAIR1
ENSG00000125650	ENST00000245810	PSPN
ENSG00000099194	ENST00000370355	SCD
ENSG00000160791	ENST00000292303	CCR5
ENSG00000121807	ENST00000292301	CCR2
ENSG00000187871	ENST00000340465	GFRAL
ENSG00000213088	ENST00000368121	ACKR1
ENSG00000026103	ENST00000355740	FAS
ENSG00000121570	ENST00000335658	DPPA4
ENSG00000280663	ENST00000627415	PCMTD2
ENSG00000151006	ENST00000280606	PRSS53
ENSG00000274692	ENST00000617247	KIR2DL1
ENSG00000064999	ENST00000360359	ANKS1A
ENSG00000166845	ENST00000620105	C18orf54
ENSG00000174448	ENST00000581310	STARD6
ENSG00000135953	ENST00000258436	MFSD9
ENSG00000183718	ENST00000611618	TRIM52
ENSG00000218891	ENST00000325421	ZNF579
ENSG00000101057	ENST00000217026	MYBL2
ENSG00000198546	ENST00000361518	ZNF511
ENSG00000130208	ENST00000588750	APOC1
ENSG00000125337	ENST00000643607	KIF25
ENSG00000081842	ENST00000529310	PCDHA6
ENSG00000111961	ENST00000367467	SASH1
ENSG00000114739	ENST00000352511	ACVR2B
ENSG00000163564	ENST00000368140	PYHIN1
ENSG00000188340	ENST00000641131	OR6N2
ENSG00000197403	ENST00000641846	OR6N1
ENSG00000131355	ENST00000253673	ADGRE3
ENSG00000250120	ENST00000307360	PCDHA10
ENSG00000160097	ENST00000373471	FNDC5
ENSG00000128928	ENST00000487418	IVD
ENSG00000135541	ENST00000367800	AHI1
ENSG00000147526	ENST00000317827	TACC1
ENSG00000101193	ENST00000266069	GID8
ENSG00000278615	ENST00000524958	C11orf98
ENSG00000084710	ENST00000403714	EFR3B
ENSG00000214756	ENST00000532971	CSKMT
ENSG00000134121	ENST00000256509	CHL1
ENSG00000214360	ENST00000398186	EFCAB9
ENSG00000124614	ENST00000621356	RPS10
ENSG00000124225	ENST00000341744	PMEPA1
ENSG00000158290	ENST00000404115	CUL4B
ENSG00000100908	ENST00000419198	EMC9
ENSG00000069011	ENST00000265340	PITX1
ENSG00000213892	ENST00000587331	CEACAM16
ENSG00000167118	ENST00000452446	URM1
ENSG00000230060	ENST00000426729	MPIG6B
ENSG00000103522	ENST00000337929	IL21R
ENSG00000224654	ENST00000429935	UBD
ENSG00000167414	ENST00000300873	GNG8
ENSG00000164466	ENST00000321442	SFXN1
ENSG00000151778	ENST00000379179	SERP2
ENSG00000108622	ENST00000412356	ICAM2
ENSG00000157601	ENST00000398600	MX1
ENSG00000166924	ENST00000300179	NYAP1
ENSG00000130950	ENST00000253262	NUTM2F
ENSG00000241935	ENST00000370646	HOGA1
ENSG00000184436	ENST00000215742	THAP7
ENSG00000119965	ENST00000481909	C10orf88
ENSG00000125861	ENST00000319242	GFRA4
ENSG00000169020	ENST00000304312	ATP5ME
ENSG00000185955	ENST00000332375	C7orf61
ENSG00000142178	ENST00000270162	SIK1
ENSG00000203795	ENST00000368894	FAM24A
ENSG00000221954	ENST00000335238	OR4C12
ENSG00000234280	ENST00000449847	C6orf10
ENSG00000159905	ENST00000251269	ZNF221
ENSG00000141519	ENST00000397545	CCDC40
ENSG00000154127	ENST00000284273	UBASH3B
ENSG00000101134	ENST00000262593	DOK5
ENSG00000004864	ENST00000416240	SLC25A13
ENSG00000184923	ENST00000381707	NUTM2A
ENSG00000088448	ENST00000267339	ANKRD10
ENSG00000274588	ENST00000611977	DGKK
ENSG00000170791	ENST00000303759	CHCHD7
ENSG00000101132	ENST00000371419	PFDN4
ENSG00000144118	ENST00000272519	RALB
ENSG00000168878	ENST00000409383	SFTPB
ENSG00000163684	ENST00000445193	RPP14
ENSG00000262481	ENST00000573331	TMEM256-PLSCR3
ENSG00000226479	ENST00000426077	TMEM185B
ENSG00000072803	ENST00000265094	FBXW11
ENSG00000229183	ENST00000378149	PGA4
ENSG00000100104	ENST00000215917	SRRD
ENSG00000230510	ENST00000602017	PPP5D1
ENSG00000116106	ENST00000281821	EPHA4
ENSG00000166888	ENST00000300134	STAT6
ENSG00000149090	ENST00000622144	PAMR1
ENSG00000139187	ENST00000356986	KLRG1
ENSG00000161850	ENST00000257974	KRT82
ENSG00000169733	ENST00000310496	RFNG
ENSG00000169567	ENST00000304043	HINT1
ENSG00000164363	ENST00000324642	SLC6A18
ENSG00000164406	ENST00000296877	LEAP2
ENSG00000258947	ENST00000315491	TUBB3
ENSG00000047662	ENST00000265018	FAM184B
ENSG00000139880	ENST00000397359	CDH24
ENSG00000144339	ENST00000272771	TMEFF2
ENSG00000222028	ENST00000408907	PSMB11
ENSG00000162927	ENST00000316752	PUS10
ENSG00000055130	ENST00000325222	CUL1
ENSG00000170396	ENST00000302277	ZNF804A
ENSG00000145996	ENST00000274695	CDKAL1
ENSG00000130726	ENST00000253024	TRIM28
ENSG00000138670	ENST00000264400	RASGEF1B
ENSG00000147485	ENST00000356297	PXDNL
ENSG00000100722	ENST00000251038	ZC3H14
ENSG00000161939	ENST00000547302	RNASEK-C17orf49
ENSG00000079462	ENST00000538771	PAFAH1B3
ENSG00000014123	ENST00000369278	UFL1
ENSG00000164972	ENST00000297623	C9orf24
ENSG00000236561	ENST00000447285	MOG
ENSG00000092201	ENST00000216297	SUPT16H
ENSG00000075239	ENST00000265838	ACAT1
ENSG00000205857	ENST00000382119	NANOGNB
ENSG00000141219	ENST00000359042	C17orf80
ENSG00000239697	ENST00000293825	TNFSF12
ENSG00000242574	ENST00000418107	HLA-DMB
ENSG00000180884	ENST00000404801	ZNF792
ENSG00000231887	ENST00000543626	PRH1
ENSG00000106086	ENST00000449726	PLEKHA8
ENSG00000103187	ENST00000262428	COTL1
ENSG00000165506	ENST00000298292	DNAAF2
ENSG00000168282	ENST00000305386	MGAT2
ENSG00000106927	ENST00000265132	AMBP
ENSG00000101460	ENST00000374837	MAP1LC3A
ENSG00000186912	ENST00000374519	P2RY4
ENSG00000140006	ENST00000394942	WDR89
ENSG00000183340	ENST00000332349	JRKL
ENSG00000276581	ENST00000437823	SPATA31A5
ENSG00000100095	ENST00000248933	SEZ6L
ENSG00000174238	ENST00000313486	PITPNA
ENSG00000153823	ENST00000354069	PID1
ENSG00000281385	ENST00000629952	AP2A2
ENSG00000036565	ENST00000440926	SLC18A1
ENSG00000274939	ENST00000632779	TBC1D3B
ENSG00000224859	ENST00000455948	ZNRD1
ENSG00000183722	ENST00000379589	LHFPL6
ENSG00000151779	ENST00000281513	NBAS
ENSG00000100767	ENST00000340738	PAPLN
ENSG00000187595	ENST00000618554	ZNF385C
ENSG00000167280	ENST00000579016	ENGASE
ENSG00000274587	ENST00000611086	LILRB3
ENSG00000067992	ENST00000441463	PDK3
ENSG00000169895	ENST00000380155	SYAP1
ENSG00000198478	ENST00000369838	SH3BGRL2
ENSG00000087053	ENST00000346299	MTMR2
ENSG00000275718	ENST00000617897	CCL15
ENSG00000164331	ENST00000296785	ANKRA2
ENSG00000124782	ENST00000379938	RREB1
ENSG00000106244	ENST00000350498	PDAP1
ENSG00000177675	ENST00000416109	CD163L1
ENSG00000008277	ENST00000265727	ADAM22
ENSG00000092199	ENST00000554455	HNRNPC
ENSG00000087076	ENST00000263278	HSD17B14
ENSG00000110074	ENST00000263578	FOXRED1
ENSG00000273749	ENST00000617928	CYFIP1
ENSG00000182035	ENST00000537425	ADIG
ENSG00000262771	ENST00000576834	SSBP1
ENSG00000008517	ENST00000534507	IL32
ENSG00000044574	ENST00000324460	HSPA5
ENSG00000077514	ENST00000263681	POLD3
ENSG00000110619	ENST00000380525	CARS
ENSG00000203896	ENST00000309546	LIME1
ENSG00000086061	ENST00000330899	DNAJA1
ENSG00000243716	ENST00000424340	NPIPB5
ENSG00000011347	ENST00000540677	SYT7
ENSG00000282367	ENST00000633628	PTDSS2
ENSG00000169302	ENST00000398523	STK32A
ENSG00000111731	ENST00000545552	C2CD5
ENSG00000099364	ENST00000380310	FBXL19
ENSG00000197177	ENST00000392607	ADGRA1
ENSG00000034152	ENST00000342679	MAP2K3
ENSG00000116213	ENST00000270708	WRAP73
ENSG00000088356	ENST00000202017	PDRG1
ENSG00000003393	ENST00000264276	ALS2
ENSG00000276336	ENST00000621348	SCARF1
ENSG00000215126	ENST00000377391	CBWD6
ENSG00000127054	ENST00000540437	INTS11
ENSG00000158077	ENST00000299481	NLRP14
ENSG00000274000	ENST00000617409	LILRA2
ENSG00000134324	ENST00000449576	LPIN1
ENSG00000170370	ENST00000553456	EMX2
ENSG00000170677	ENST00000397942	SOCS6
ENSG00000184166	ENST00000641833	OR1D2
ENSG00000094796	ENST00000251645	KRT31
ENSG00000197977	ENST00000354666	ELOVL2
ENSG00000131737	ENST00000394001	KRT34
ENSG00000224313	ENST00000454430	DXO
ENSG00000181904	ENST00000394976	C5orf24
ENSG00000167604	ENST00000396901	NFKBID
ENSG00000140750	ENST00000289968	ARHGAP17
ENSG00000101470	ENST00000372555	TNNC2
ENSG00000214941	ENST00000399277	ZSWIM7
ENSG00000281484	ENST00000627237	BTG3
ENSG00000274947	ENST00000619771	KIR2DS4
ENSG00000167323	ENST00000616714	STIM1
ENSG00000107859	ENST00000370002	PITX3
ENSG00000090674	ENST00000264079	MCOLN1
ENSG00000184381	ENST00000332509	PLA2G6
ENSG00000109790	ENST00000504108	KLHL5
ENSG00000010244	ENST00000394670	ZNF207
ENSG00000273505	ENST00000619463	TAS2R42
ENSG00000054796	ENST00000371263	SPO11
ENSG00000105254	ENST00000221855	TBCB
ENSG00000078295	ENST00000338316	ADCY2
ENSG00000273651	ENST00000619115	GOLGA8G
ENSG00000118514	ENST00000265605	ALDH8A1
ENSG00000183629	ENST00000525590	GOLGA8G
ENSG00000107341	ENST00000263228	UBE2R2
ENSG00000141068	ENST00000398988	KSR1
ENSG00000276734	ENST00000616530	KIF5C
ENSG00000166478	ENST00000396602	ZNF143
ENSG00000091482	ENST00000379494	SMPX
ENSG00000068745	ENST00000328631	IP6K2
ENSG00000105229	ENST00000262971	PIAS4
ENSG00000173930	ENST00000310954	SLCO4C1
ENSG00000158270	ENST00000400256	COLEC12
ENSG00000182195	ENST00000370526	LDOC1
ENSG00000162341	ENST00000294309	TPCN2
ENSG00000023516	ENST00000025301	AKAP11
ENSG00000166200	ENST00000299259	COPS2
ENSG00000165806	ENST00000369321	CASP7
ENSG00000105261	ENST00000633214	OVOL3
ENSG00000198573	ENST00000358993	SPANXC
ENSG00000238130	ENST00000383303	LTA
ENSG00000188996	ENST00000380907	HUS1B
ENSG00000160563	ENST00000292035	MED27
ENSG00000154040	ENST00000621648	CABYR
ENSG00000112685	ENST00000230449	EXOC2
ENSG00000168675	ENST00000359446	LDLRAD4
ENSG00000278548	ENST00000613609	ADAM18
ENSG00000183305	ENST00000331220	MAGEA2B
ENSG00000247596	ENST00000305533	TWF2
ENSG00000203926	ENST00000370518	SPANXA2
ENSG00000275624	ENST00000632935	PRB3
ENSG00000146453	ENST00000392167	PNLDC1
ENSG00000133138	ENST00000357242	TBC1D8B
ENSG00000198021	ENST00000370519	SPANXA1
ENSG00000226437	ENST00000450778	TRIM39
ENSG00000269437	ENST00000602195	NXF2B
ENSG00000237190	ENST00000458198	CDKN2AIPNL
ENSG00000145491	ENST00000503804	ROPN1L
ENSG00000134909	ENST00000310343	ARHGAP32
ENSG00000106772	ENST00000376718	PRUNE2
ENSG00000149480	ENST00000278823	MTA2
ENSG00000166004	ENST00000325212	CEP295
ENSG00000237900	ENST00000441555	ZBTB12
ENSG00000164327	ENST00000296782	RICTOR
ENSG00000239732	ENST00000360658	TLR9
ENSG00000235017	ENST00000416252	C2
ENSG00000213096	ENST00000357002	ZNF254
ENSG00000215029	ENST00000453326	TCP11X2
ENSG00000086848	ENST00000616540	ALG9
ENSG00000274839	ENST00000619196	PRB4
ENSG00000117115	ENST00000375486	PADI2
ENSG00000214530	ENST00000334805	STARD10
ENSG00000282673	ENST00000622081	PRB1
ENSG00000169607	ENST00000302450	CKAP2L
ENSG00000167508	ENST00000301012	MVD
ENSG00000097021	ENST00000377855	ACOT7
ENSG00000147223	ENST00000276173	RIPPLY1
ENSG00000170777	ENST00000344545	TPD52L3
ENSG00000113645	ENST00000521089	WWC1
ENSG00000133131	ENST00000355610	MORC4
ENSG00000039600	ENST00000265007	SOX30
ENSG00000107929	ENST00000612396	LARP4B
ENSG00000198930	ENST00000370287	CSAG1
ENSG00000144130	ENST00000327581	NT5DC4
ENSG00000154845	ENST00000400556	PPP4R1
ENSG00000140092	ENST00000342058	FBLN5
ENSG00000084674	ENST00000233242	APOB
ENSG00000182919	ENST00000331239	C11orf54
ENSG00000070718	ENST00000518421	AP3M2
ENSG00000132872	ENST00000255224	SYT4
ENSG00000170162	ENST00000326274	VGLL2
ENSG00000165376	ENST00000541806	CLDN2
ENSG00000135636	ENST00000410020	DYSF
ENSG00000196358	ENST00000393229	NTNG2
ENSG00000068615	ENST00000453231	REEP1
ENSG00000188112	ENST00000341865	C6orf132
ENSG00000162869	ENST00000294952	PPP1R21
ENSG00000132297	ENST00000434736	HHLA1
ENSG00000160087	ENST00000400930	UBE2J2
ENSG00000156958	ENST00000560031	GALK2
ENSG00000119946	ENST00000356713	CNNM1
ENSG00000082458	ENST00000374360	DLG3
ENSG00000104320	ENST00000265433	NBN
ENSG00000148346	ENST00000373017	LCN2
ENSG00000108352	ENST00000456989	RAPGEFL1
ENSG00000253117	ENST00000254627	OC90
ENSG00000147853	ENST00000381809	AK3
ENSG00000135069	ENST00000376588	PSAT1
ENSG00000205359	ENST00000506729	SLCO6A1
ENSG00000180104	ENST00000512944	EXOC3
ENSG00000108849	ENST00000591228	PPY
ENSG00000273822	ENST00000621966	MUC4
ENSG00000204889	ENST00000377755	KRT40
ENSG00000171094	ENST00000389048	ALK
ENSG00000023734	ENST00000419869	STRAP
ENSG00000255561	ENST00000260257	FDXACB1
ENSG00000111206	ENST00000342628	FOXM1
ENSG00000136856	ENST00000373371	SLC2A8
ENSG00000105851	ENST00000359195	PIK3CG
ENSG00000224420	ENST00000420022	ADM5
ENSG00000140853	ENST00000262510	NLRC5
ENSG00000105197	ENST00000544017	TIMM50
ENSG00000169169	ENST00000392518	CPT1C
ENSG00000132361	ENST00000570628	CLUH
ENSG00000137720	ENST00000260276	C11orf1
ENSG00000136928	ENST00000259455	GABBR2
ENSG00000066230	ENST00000264938	SLC9A3
ENSG00000186635	ENST00000393609	ARAP1
ENSG00000262217	ENST00000572861	SLC5A8
ENSG00000174885	ENST00000312165	NLRP6
ENSG00000239754	ENST00000427888	CFB
ENSG00000166396	ENST00000398019	SERPINB7
ENSG00000130234	ENST00000427411	ACE2
ENSG00000274391	ENST00000618007	TPTE
ENSG00000136950	ENST00000353214	ARPC5L
ENSG00000277439	ENST00000622279	GP6
ENSG00000102753	ENST00000261667	KPNA3
ENSG00000008130	ENST00000378625	NADK
ENSG00000155833	ENST00000374798	CYLC2
ENSG00000122507	ENST00000242067	BBS9
ENSG00000101911	ENST00000398491	PRPS2
ENSG00000256892	ENST00000544824	MTRNR2L7
ENSG00000178235	ENST00000377084	SLITRK1
ENSG00000105085	ENST00000263390	MED26
ENSG00000004478	ENST00000001008	FKBP4
ENSG00000104325	ENST00000220764	DECR1
ENSG00000281775	ENST00000625428	FTCD
ENSG00000183578	ENST00000327536	TNFAIP8L3
ENSG00000144355	ENST00000361725	DLX1
ENSG00000198105	ENST00000395867	ZNF248
